IATA	ICAO	JapaneseName	EnglishName	Country	City
EKT	ESSU	E skilstuna Airport スウェーデン			
EKX	KEKX	Addington Field ( E lizabethtown Regional Airport) アメリカ			
ELA	KELA	イーグル・レイク空港 E agle L ake Airport アメリカ イーグル・レイク			
ELB	SKBC	L as Flores Airport コロンビア			
ELC	YELD	E lcho Island Airport オーストラリア			
ELD	KELD	South Arkansas Regional Airport at Goodwin Field アメリカ			
ELE		E l Real Airport パナマ			
ELF	HSFS	E l Fasher Airport スーダン			
ELG	DAUE	E l Golea Airport アルジェリア			
ELH	MYEH	North E leuthera Airport バハマ			
ELI	PFEL	E lim Airport アメリカ			
ELJ		E l Recreo Airport コロンビア			
ELK	KELK	E lk City Municipal Airport アメリカ エルクシティ			
ELL	FAER	E llisras Airport 南アフリカ			
ELM	KELM	エルマイラ・コーニング空港 E lmira Corning Regional Airport アメリカ エルマイラ・コーニング			
ELN	KELN	Bowers Field アメリカ エレンズバーグ			
ELO	SATD	E ldorado Airport アルゼンチン			
ELP	KELP	エルパソ国際空港 E l Paso International Airport アメリカ エルパソ			
ELQ	OEGS	Gassim Regional Airport サウジアラビア			
ELR		Irian Jaya Airport ( E lelim Airport) インドネシア			
ELS	FAEL	E ast L ondon Airport 南アフリカ			
ELT	HETR	Tour Sinai City Airport エジプト			
ELU	DAUO	Guemar Airport アルジェリア			
ELV	PAEL	E lfin Cove Seaplane Base アメリカ			
ELW		E llamar Seaplane Base (FAA: 1Z9) アメリカ			
ELX		E l Tigre Airport ベネズエラ			
ELY	KELY	イーリー空港 E ly Airport アメリカ イーリー			
ELZ	KELZ	Wellsville Municipal Airport (Tarantine Field) アメリカ ウェルスビル			
EMA	EGNX	E ast M idlands Airport イギリス			
EMD	YEML	E merald Airport オーストラリア			
EME	EDWE	E mden Airport ドイツ			
EMG	FAEM	E mpangeni Airport 南アフリカ			
EMI	AYEE	E mirau Airport パプアニューギニア			
EMK	PAEM	E mmonak Airport (FAA: E N M ) アメリカ			
EML	LSME	E mmen Air Base スイス			
EMM	KEMM	Kemmerer M unicipal Airport アメリカ			
EMN	GQNI	Nema Airport モーリタニア			
EMO	AYEO	E mo Airport パプアニューギニア			
EMP	KEMP	E mporia M unicipal Airport アメリカ			
EMS	AYEB	E mbessa Airport パプアニューギニア			
EMT	KEMT	エルモンテ空港 E l M onte Airport アメリカ エルモンテ			
EMX	SAVD	E l M aitén Airport アルゼンチン			
EMY	HEMN	E l M inya Airport エジプト			
ENA	PAEN	Kenai Municipal Airport アメリカ			
ENB	YEEB	E neabba Airport オーストラリア			
ENC	LFSN	E ssey Airport フランス ナンシー			
END	KEND	Vance Air Force Base アメリカ			
ENE	WATE	H・ハサン・アロボスマン空港 H. Hasan Aroeboesman Airport インドネシア エンデ			
ENF	EFET	エノンテキオ空港 E nontekiö Airport フィンランド エノンテキオ			
ENH	ZHES	恩施許家坪空港 E nshi Airport 中国 恩施			
ENI	RPEN	E l N ido Airport フィリピン エルニド			
ENJ		E l N aranjo Airport グアテマラ			
ENK	EGAB	E nniskillen/St Angelo Airport イギリス			
ENL	KENL	Centralia Municipal Airport アメリカ			
ENN	PANN	N enana Municipal Airport アメリカ			
ENO	SGEN	Teniente Primero Alarcon Airport パラグアイ エンカルナシオン			
ENS	EHTW	E nschede Airport Twente オランダ			
ENT	PKMA	E newetak Auxiliary Airfield マーシャル諸島			
ENU	DNEN	E nugu Airport ナイジェリア			
ENV	KENV	Wendover Airport アメリカ			
ENW	KENW	Kenosha Regional Airport アメリカ			
ENY	ZLYA	Yan'an E rshilibao Airport 中国			
EOH	SKMD	O laya Herrera Airport コロンビア メデジン			
EOI	EGED	E day Airport イギリス			
EOK	KEOK	Keokuk Municipal Airport アメリカ			
EOR	SVED	E l Dorado Airport ベネズエラ			
EOS	KEOS	Neosho Hugh Robinson Airport アメリカ			
EOZ	SVEZ	E lorza Airport ベネズエラ			
EPG		Browns Airport (FAA: N E 69) アメリカ			
EPH	KEPH	E phrata Municipal Airport アメリカ エフラタ トラ			
EPI		Épi Island Airport バヌアツ			
EPK		E piskopi Airport キプロス			
EPL	LFSG		Épinal	Épinal	Mirecourt Airport フランス
EPN		E péna Airport コンゴ共和国			
EPR	YESP	エスペランス空港 E sperance Airport オーストラリア エスペランス			
EPS	MDAB	Arroyo Barril International Airport ドミニカ共和国			
EPT	AYEL	E liptamin Airport パプアニューギニア			
EPU	EEPU	P ärnu Airport エストニア パルヌ			
EQS	SAVE	E squel Airport アルゼンチン			
ERA	HCMU	E rigavo Airport ソマリア			
ERB	YERN	Pukatja Airport ( E rnabella Airport) オーストラリア			
ERC	LTCD	E rzincan Airport トルコ			
ERD	UKDB	Berdyansk Airport ウクライナ			
ERE	AYEV	E rave Airport パプアニューギニア			
ERF	EDDE	E rfurt Airport ドイツ			
ERG	UIKE	E rbogachen Airport ロシア			
ERH	GMFK	Moulay Ali Cherif Airport モロッコ			
ERI	KERI	E rie International Airport (Tom R idge Field) アメリカ			
ERL	ZBER	E renhot Saiwusu International Airport 中国			
ERM	SSER	E rechim Airport ブラジル			
ERN	SWEI	E irunepe Airport ブラジル			
ERQ	YESE	E lrose Airport オーストラリア			
ERR	KERR	E rrol Airport アメリカ			
ERS	FYWE	E ros Airport ナミビア			
ERT		エルデネトl空港 E rdenet Airport モンゴル エルデネト			
ERU	AYER	E rume Airport パプアニューギニア			
ERV	KERV	カービル空港 Kerrville Municipal Airport (Louis Schreiner Field) アメリカ カービル			
ERZ	LTCE	E rzurum Airport トルコ			
ESA		E sa'ala Airport パプアニューギニア			
ESB	LTAC	エセンボーア国際空港 E senboga International Airport トルコ アンカラ			
ESC	KESC	Delta County Airport アメリカ			
ESD	KORS	Orcas Island Airport (FAA: OR S ) アメリカ イーストサウンド			
ESE	MMES	E nsenada Airport メキシコ			
ESF	KESF	E sler Regional Airport アメリカ アレキサンドリア			
ESG	SGME	Dr. Luis Maria Argaña International Airport パラグアイ			
ESH	EGKA	S horeham Airport イギリス			
ESI		E spinosa Airport ブラジル			
ESK	LTBI	E skişehir Airport トルコ			
ESL	URWI	E lista Airport ロシア			
ESM	SETN	General Rivadeneira Airport エクアドル			
ESN	KESN	E aston/Newnam Field アメリカ			
ESO		Ohkay Owingeh Airport (FAA: E 14) アメリカ			
ESP		S troudsburg-Pocono Airport (FAA: N53) アメリカ			
ESR	SCES	E l S alvador Bajo Airport チリ			
ESS	EDLE	E ssen/Mülheim Airport ドイツ			
EST	KEST	E stherville Municipal Airport アメリカ			
ESU	GMMI	E ssaouira Airport モロッコ エッサウィラ			
ESW	KESW	E aston S tate Airport アメリカ イーストン			
ETB	KETB	West Bend Municipal Airport アメリカ			
ETD	YEDA	E tadunna Airport オーストラリア			
ETE	HAMM	Genda Wuha Airport エチオピア			
ETH	LLET	エイラート空港 E ilat Airport イスラエル エイラート			
ETN	KETN	イーストランド空港 E astland Municipal Airport アメリカ イーストランド			
ETR	SERO	Santa Rosa Airport エクアドル サンタローザ			
ETS	KEDN	E nterprise Municipal Airport (FAA: E DN) アメリカ			
ETZ	LFJL	Metz-Nancy-Lorraine Airport フランス			
EUA	NFTE	Kaufana Airport トンガ			
EUC	YECL	E ucla Airport オーストラリア			
EUE		ユーレカ空港 E ureka Airport アメリカ ユーレカ			
EUF	KEUF	Weedon Field アメリカ			
EUG	KEUG	ユージーン空港 E ugene Airport アメリカ ユージーン			
EUM	EDHN	Wasbek Airport ドイツ			
EUN	GMML	Hassan I Airport モロッコ			
EUQ	RPVS	エベリオ・ハヴィエル空港 E velio Javier Airport フィリピン サンホセ・デ・ブエナビスタ			
EUX	TNCE		F.D. Roosevelt Airport		
EVA		Ben Bruce Memorial Airpark (FAA: 4T E 8) アメリカ エバデール			
EVD		E va Downs Airport オーストラリア			
EVE	ENEV	ハーシュタ＝ナルヴィク空港 Harstad/Narvik Airport ノルウェー ハーシュタ			
EVG	ESND	Sveg Airport スウェーデン			
EVH	YEVD	E vans Head Memorial Aerodrome オーストラリア			
EVM	KEVM	E veleth- V irginia Municipal Airport アメリカ			
EVN	UDYZ	ズヴァルトノッツ国際空港 Zvartnots International Airport アルメニア エレバン			
EVV	KEVV	エバンスビル空港 E vansville Regional Airport アメリカ エバンスビル			
EVW	KEVW	E vanston-Uinta County Burns Field アメリカ			
EVX	LFOE	Évreux-Fauville Air Base フランス			
EWB	KEWB	New Bedford Regional Airport アメリカ			
EWE		E wer Airport インドネシア			
EWI	WABT	エナロタリ空港 E narotali Airport インドネシア エナロタリ			
EWK	KEWK	Newton City/County Airport アメリカ			
EWN	KEWN	コースタル・カロライナ・リージョナル空港 Coastal Carolina Regional Airport アメリカ ニューバーン			
EWO	FCOE	E wo Airport コンゴ共和国			
EWR	KEWR	ニューアーク・リバティー国際空港 Newark Liberty International Airport アメリカ ニューアーク			
EXI		E xcursion Inlet Seaplane Base アメリカ			
EXM	YEXM	E xmouth Airport オーストラリア			
EXT	EGTE	エクセター国際空港 E xeter International Airport イギリス エクセター			
EYK	USHQ	Beloyarsk Airport ロシア			
EYL	GAYE	Y élimané Airport マリ			
EYP	SKYP	E l Alcaraván Airport コロンビア			
EYS	HKES	E liye Springs Airport ケニア			
EYW	KEYW	キーウェスト国際空港 Key West International Airport アメリカ キーウェスト			
EZE	SAEZ	エセイサ国際空港 Ministro Pistarini International Airport アルゼンチン ブエノスアイレス			
EZS	LTCA	E lazığ Airport トルコ			
FAA	GUFH	F aranah A irport 赤道ギニア			
FAB	EGLF	F arnborough A irport イギリス			
FAC	NTKF	F aaite A irport フランス領ポリネシア			
FAE	EKVG		Vágar A irport		
FAF	KFAF	F elker A rmy A irfield アメリカ			
FAG	BIFM	F agurhólsmýri A irport アイスランド			
FAH	OAFR	F arah A irport アフガニスタン			
FAI	PAFA	フェアバンクス国際空港 F airbanks International A irport アメリカ フェアバンクス			
FAJ	TJFA	Diego Jimenez Torres A irport ( F A A : X95) アメリカ			
FAK		F alse Island Seaplane Base ( F A A : 2Z6) アメリカ			
FAM	KFAM	F armington Regional A irport アメリカ			
FAN	ENLI	Lista A irport ノルウェー			
FAO	LPFR	ファロ空港 F aro A irport ポルトガル ファロ			
FAQ	AYFR	F rieda River A irport パプアニューギニア			
FAR	KFAR	ヘクター国際空港 Hector International A irport アメリカ ファーゴ			
FAS	BIFF	F áskrúðsfjörður A irport アイスランド			
FAT	KFAT	フレズノ・ヨセミテ国際空港 F resno Yosemite International A irport アメリカ フレズノ			
FAV	NTGF	ファカラバ空港 F akarava A irport フランス領ポリネシア ファカラバ			
FAY	KFAY	F ayetteville Regional A irport (Grannis F ield) アメリカ			
FBD	OAFZ	F ayzabad Airport ( F aizabad Airport) アフガニスタン			
FBE	SSFB	F rancisco B eltrão Airport ブラジル			
FBG	KFBG	Simmons Army Airfield アメリカ			
FBK	PAFB	Wainwright Army Airfield アメリカ			
FBL	KFBL	F aribault Municipal Airport アメリカ			
FBM	FZQA	ルブンバシ国際空港 Lubumbashi International Airport コンゴ民主共和国 ルブンバシ			
FBR	KFBR	F ort B ridger Airport アメリカ			
FBS		F riday Harbor Seaplane B ase ( F AA: W33) アメリカ フライデー・ハーバー			
FBU	ENFB	F ornebu Airport (closed) ノルウェー オスロ			
FBY	KFBY	F airbury Municipal Airport アメリカ			
FCA	KGPI	グレイシャーパーク国際空港 Glacier Park International Airport アメリカ カリスペル			
FCB	FAFB	F icksburg Sentra Oes Airport 南アフリカ			
FCH	KFCH	F resno C handler Executive Airport アメリカ フレズノ			
FCM	KFCM	F lying C loud Airport アメリカ			
FCN	ETMN	F liegerhorst Nordholz ドイツ			
FCO	LIRF	フィウミチーノ空港 F iumicino Airport イタリア ローマ			
FCS	KFCS	Butts Army Airfield ( F ort C arson) アメリカ フォート・カーソン			
FCT	KFCT	Vagabond Army Airfield アメリカ ヤキマ			
FCY	KFCY	F orrest C ity Municipal Airport アメリカ			
FDA	SKFU	F undación Airport コロンビア			
FDE	ENBL	F ørde Airport, Bringeland ノルウェー			
FDF	TFFF		Martinique Aimé Césaire International Airport		
FDH	EDNY	フリードリヒスハーフェン空港 F riedrichshafen Airport ドイツ フリードリヒスハーフェン			
FDK	KFDK	フレデリック市営空港 F rederick Municipal Airport アメリカ フレデリック			
FDO	SADF	San F ernando Airport アルゼンチン			
FDR	KFDR	F rederick Municipal Airport アメリカ			
FDU	FZBO	Bandundu Airport コンゴ民主共和国			
FDY	KFDY	F indlay Airport アメリカ			
FEA		F etlar Airport イギリス			
FEB	VNSR	Sanfebagar Airport ネパール			
FEC	SNJD	João Durval Carneiro Airport ブラジル			
FEG	UTKF	フェルガナ国際空港 F ergana Airport ウズベキスタン フェルガナ			
FEJ		F eijó Airport ブラジル			
FEK	DIFK	F erkessédougou Airport コートジボワール			
FEL	ETSF	F ürstenfeldbruck Air Base ドイツ			
FEN	SBFN	F ernando de Noronha Airport ブラジル フェルナンド・ジ・ノローニャ島			
FEP	KFEP	Albertus Airport アメリカ フリーポート			
FET	KFET	F remont Municipal Airport アメリカ			
FEW	KFEW	F rancis E . Warren Air F orce Base アメリカ シャイアン			
FEZ	GMFF	F es-Saïss Airport モロッコ			
FFA	KFFA	ファーストフライト空港 F irst F light Airport アメリカ キルデビルヒルズ			
FFD	EGVA	RA F F airford イギリス			
FFL	KFFL	F airfield Municipal Airport アメリカ			
FFM	KFFM	F ergus F alls Municipal Airport (Einar Mickelson F ield) アメリカ			
FFO	KFFO	Wright-Patterson Air F orce Base アメリカ			
FFT	KFFT	Capital City Airport アメリカ			
FFU	SCFT	F utaleufu Airport チリ			
FGD	GQPF	F derik Airport ( F 'dérik Airport) モーリタニア			
FGI	NSFI	ファガリイ空港 F agali'i Airport サモア ファガリイ			
FGL	NZFH	F ox G lacier Airport ニュージーランド			
FGU	NTGB	F angatau Airport フランス領ポリネシア			
FHU	KFHU	Sierra Vista Municipal Airport / Libby Army Airfield アメリカ			
FHZ	NTKH	F akahina Airport フランス領ポリネシア			
FID		Elizabeth F ield ( F AA: 0B8) アメリカ フィッシャーズ・アイランド			
FIE	EGEF	F air I sle Airport イギリス			
FIG	GUFA	F ria Airport 赤道ギニア			
FIH	FZAA	ヌジリ国際空港 Ndjili I nternational Airport コンゴ民主共和国 キンシャサ			
FIK	YFNE	F inke Airport オーストラリア			
FIL	KFOM	F illmore Municipal Airport ( F AA: F OM) アメリカ			
FIN	AYFI	F inschhafen Airport パプアニューギニア			
FIV		F ive F inger Coast Guard Heliport ( F AA: 2AK3) アメリカ			
FIZ	YFTZ	F itzroy Crossing Airport オーストラリア			
FJR	OMFJ	F ujairah International Airport (cargo only) アラブ首長国連邦			
FKB	EDSB	Baden Airpark ( K arlsruhe/Baden-Baden Airport) ドイツ			
FKI	FZIC	Bangoka International Airport コンゴ民主共和国			
FKJ	RJNF	福井空港 F ukui Airport 日本 福井市			
FKL	KFKL	Venango Regional Airport (Chess Lamberton F ield) アメリカ			
FKN	KFKN	F ranklin Municipal Airport (John Beverly Rose F ield) アメリカ			
FKQ	WASF	F ak F ak Airport インドネシア			
FKS	RJSF	福島空港 F ukushima Airport 日本 福島			
FLA	SKFL	Gustavo Artunduaga Paredes Airport コロンビア			
FLB	SNQG	Cangapara Airport ブラジル			
FLC		F alls Creek Airport オーストラリア			
FLD	KFLD	F ond du L ac County Airport アメリカ			
FLE		F ort L ee Army Airfield ( F AA: VA35) アメリカ			
